booking_id,hotel_name,city,country,hotel_type,room_type,booking_date,check_in_date,check_out_date,length_of_stay,num_guests,room_rate,total_revenue,customer_segment,booking_channel,is_cancelled,rating,adr,revpar,year,month,month_name,quarter,weekday,is_weekend,year_month,revenue_segment,stay_segment,occupancy_rate,cancellation_rate
BK010825,Airport Hotel Barcelona,Barcelona,ES,Airport,Suite,2024-03-23,2024-04-12,2024-04-14,2,2,135.22,270.43,Family,Booking.com,0,3.0,135.22,135.22,2024,4,April,2,Friday,False,2024-04,Medium,Short (1-2),1.0,0.0
BK010826,Luxury Hotel Toronto,Toronto,CA,Luxury,Suite,2024-06-10,2024-10-18,2024-10-22,4,3,476.56,1906.25,Solo,Booking.com,0,3.2,476.56,476.56,2024,10,October,4,Friday,False,2024-10,Very High,Medium (3-5),1.0,0.0
BK010827,Business Hotel Singapore,Singapore,SG,Business,Twin,2024-05-16,2024-08-02,2024-08-07,5,2,222.03,1110.17,Business,Trivago,0,4.3,222.03,222.03,2024,8,August,3,Friday,False,2024-08,Very High,Medium (3-5),1.0,0.0
BK010828,Airport Hotel Sydney,Sydney,AU,Airport,Deluxe,2023-06-08,2023-10-07,2023-10-09,2,3,174.95,349.89,Solo,Booking.com,0,3.8,174.95,174.95,2023,10,October,4,Saturday,True,2023-10,Medium,Short (1-2),1.0,0.0
BK010829,Budget Hotel Berlin,Berlin,DE,Budget,Single,2024-12-04,2024-12-10,2024-12-11,1,2,77.87,77.87,Couple,Trivago,0,3.5,77.87,77.87,2024,12,December,4,Tuesday,False,2024-12,Low,Short (1-2),1.0,0.0
BK010830,Budget Hotel Barcelona,Barcelona,ES,Budget,Double,2024-06-24,2024-07-13,2024-07-16,3,3,86.71,260.12,Solo,Booking.com,0,4.2,86.71,86.71,2024,7,July,3,Saturday,True,2024-07,Medium,Medium (3-5),1.0,0.0
BK010831,Resort Hotel London,London,GB,Resort,Double,2023-08-12,2023-09-01,2023-09-03,2,1,389.21,778.42,Solo,Expedia,0,3.5,389.21,389.21,2023,9,September,3,Friday,False,2023-09,High,Short (1-2),1.0,0.0
BK010832,Airport Hotel Tokyo,Tokyo,JP,Airport,Standard,2024-01-09,2024-04-28,2024-05-02,4,3,140.6,562.4,Leisure,Booking.com,0,5.0,140.6,140.6,2024,4,April,2,Sunday,True,2024-04,High,Medium (3-5),1.0,0.0
BK010833,Resort Hotel Toronto,Toronto,CA,Resort,Deluxe,2023-03-19,2023-09-07,2023-09-11,4,3,257.3,1029.2,Family,Booking.com,0,3.6,257.3,257.3,2023,9,September,3,Thursday,False,2023-09,Very High,Medium (3-5),1.0,0.0
BK010834,Luxury Hotel Singapore,Singapore,SG,Luxury,Deluxe,2023-07-22,2023-08-23,2023-08-25,2,2,552.6,1105.21,Couple,Direct,0,4.7,552.6,552.6,2023,8,August,3,Wednesday,False,2023-08,Very High,Short (1-2),1.0,0.0
BK010835,Luxury Hotel Dubai,Dubai,AE,Luxury,Single,2024-05-17,2024-08-02,2024-08-05,3,2,835.63,2506.89,Leisure,Direct,0,4.2,835.63,835.63,2024,8,August,3,Friday,False,2024-08,Very High,Medium (3-5),1.0,0.0
BK010836,Budget Hotel Berlin,Berlin,DE,Budget,Single,2023-09-11,2024-01-10,2024-01-14,4,2,50.0,200.0,Business,Direct,0,4.0,50.0,50.0,2024,1,January,1,Wednesday,False,2024-01,Low,Medium (3-5),1.0,0.0
BK010837,Boutique Hotel Barcelona,Barcelona,ES,Boutique,Double,2024-06-14,2024-12-05,2024-12-08,3,3,147.05,441.16,Couple,Booking.com,0,5.0,147.05,147.05,2024,12,December,4,Thursday,False,2024-12,Medium,Medium (3-5),1.0,0.0
BK010838,Budget Hotel Paris,Paris,FR,Budget,Suite,2024-01-16,2024-06-21,2024-06-23,2,3,99.3,198.6,Solo,Agoda,0,4.5,99.3,99.3,2024,6,June,2,Friday,False,2024-06,Low,Short (1-2),1.0,0.0
BK010839,Budget Hotel New York,New York,US,Budget,Double,2023-10-30,2024-02-02,2024-02-03,1,4,118.42,118.42,Business,Trivago,0,5.0,118.42,118.42,2024,2,February,1,Friday,False,2024-02,Low,Short (1-2),1.0,0.0
BK010840,Airport Hotel Tokyo,Tokyo,JP,Airport,Double,2024-09-11,2025-02-01,2025-02-03,2,1,145.46,290.92,Couple,Booking.com,0,4.8,145.46,145.46,2025,2,February,1,Saturday,True,2025-02,Medium,Short (1-2),1.0,0.0
BK010841,Business Hotel Amsterdam,Amsterdam,NL,Business,Deluxe,2024-08-21,2024-09-11,2024-09-18,7,2,102.67,718.68,Couple,Expedia,0,5.0,102.67,102.67,2024,9,September,3,Wednesday,False,2024-09,High,Long (6-10),1.0,0.0
BK010842,Business Hotel Berlin,Berlin,DE,Business,Double,2024-10-09,2025-02-26,2025-03-01,3,1,102.09,306.27,Leisure,Booking.com,0,5.0,102.09,102.09,2025,2,February,1,Wednesday,False,2025-02,Medium,Medium (3-5),1.0,0.0
BK010843,Luxury Hotel Amsterdam,Amsterdam,NL,Luxury,Standard,2024-08-23,2024-11-26,2024-12-01,5,3,326.94,1634.72,Leisure,Direct,0,3.1,326.94,326.94,2024,11,November,4,Tuesday,False,2024-11,Very High,Medium (3-5),1.0,0.0
BK010844,Airport Hotel London,London,GB,Airport,Suite,2023-08-14,2023-12-26,2023-12-30,4,1,239.26,957.03,Solo,Direct,0,3.9,239.26,239.26,2023,12,December,4,Tuesday,False,2023-12,High,Medium (3-5),1.0,0.0
BK010845,Airport Hotel Paris,Paris,FR,Airport,Deluxe,2023-12-09,2024-01-18,2024-01-20,2,4,136.67,273.34,Couple,Direct,0,3.3,136.67,136.67,2024,1,January,1,Thursday,False,2024-01,Medium,Short (1-2),1.0,0.0
BK010846,Business Hotel Tokyo,Tokyo,JP,Business,Double,2023-09-20,2024-03-04,2024-03-06,2,2,141.95,283.89,Leisure,Trivago,0,4.6,141.95,141.95,2024,3,March,1,Monday,False,2024-03,Medium,Short (1-2),1.0,0.0
BK010847,Budget Hotel New York,New York,US,Budget,Single,2024-09-10,2025-02-10,2025-02-14,4,3,105.63,422.54,Family,Trivago,0,3.0,105.63,105.63,2025,2,February,1,Monday,False,2025-02,Medium,Medium (3-5),1.0,0.0
BK010848,Resort Hotel Tokyo,Tokyo,JP,Resort,Standard,2024-06-15,2024-07-18,2024-07-21,3,3,433.08,1299.25,Couple,Booking.com,0,4.0,433.08,433.08,2024,7,July,3,Thursday,False,2024-07,Very High,Medium (3-5),1.0,0.0
BK010849,Resort Hotel Paris,Paris,FR,Resort,Double,2023-01-12,2023-05-16,2023-05-20,4,2,397.68,1590.74,Family,Booking.com,0,4.0,397.68,397.68,2023,5,May,2,Tuesday,False,2023-05,Very High,Medium (3-5),1.0,0.0
BK010850,Budget Hotel New York,New York,US,Budget,Suite,2023-11-15,2024-01-30,2024-02-09,10,4,87.25,872.5,Solo,Booking.com,0,4.9,87.25,87.25,2024,1,January,1,Tuesday,False,2024-01,High,Long (6-10),1.0,0.0
BK010851,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Single,2024-08-04,2024-08-21,2024-08-24,3,2,349.62,1048.86,Business,Booking.com,0,4.0,349.62,349.62,2024,8,August,3,Wednesday,False,2024-08,Very High,Medium (3-5),1.0,0.0
BK010852,Business Hotel Paris,Paris,FR,Business,Twin,2024-11-29,2024-12-05,2024-12-10,5,3,229.53,1147.64,Couple,Trivago,0,2.3,229.53,229.53,2024,12,December,4,Thursday,False,2024-12,Very High,Medium (3-5),1.0,0.0
BK010853,Business Hotel Barcelona,Barcelona,ES,Business,Suite,2023-07-15,2023-12-28,2023-12-30,2,3,164.28,328.56,Family,Expedia,0,3.7,164.28,164.28,2023,12,December,4,Thursday,False,2023-12,Medium,Short (1-2),1.0,0.0
BK010854,Luxury Hotel Berlin,Berlin,DE,Luxury,Standard,2023-03-22,2023-08-19,2023-08-23,4,2,340.49,1361.94,Leisure,Booking.com,0,4.1,340.49,340.49,2023,8,August,3,Saturday,True,2023-08,Very High,Medium (3-5),1.0,0.0
BK010855,Business Hotel Rome,Rome,IT,Business,Twin,2024-04-20,2024-07-29,2024-08-12,14,1,159.27,2229.83,Business,Trivago,1,,159.27,159.27,2024,7,July,3,Monday,False,2024-07,Very High,Extended (10+),1.0,1.0
BK010856,Budget Hotel Paris,Paris,FR,Budget,Suite,2024-02-11,2024-04-13,2024-04-15,2,3,95.66,191.32,Solo,Agoda,0,4.6,95.66,95.66,2024,4,April,2,Saturday,True,2024-04,Low,Short (1-2),1.0,0.0
BK010857,Boutique Hotel Dubai,Dubai,AE,Boutique,Standard,2024-03-22,2024-04-25,2024-04-27,2,3,252.36,504.72,Couple,Expedia,0,4.6,252.36,252.36,2024,4,April,2,Thursday,False,2024-04,High,Short (1-2),1.0,0.0
BK010858,Boutique Hotel London,London,GB,Boutique,Single,2024-01-12,2024-06-01,2024-06-03,2,3,324.63,649.25,Solo,Expedia,0,3.9,324.63,324.63,2024,6,June,2,Saturday,True,2024-06,High,Short (1-2),1.0,0.0
BK010859,Airport Hotel Dubai,Dubai,AE,Airport,Double,2024-10-25,2025-03-02,2025-03-03,1,4,224.09,224.09,Couple,Agoda,0,5.0,224.09,224.09,2025,3,March,1,Sunday,True,2025-03,Medium,Short (1-2),1.0,0.0
BK010860,Boutique Hotel Toronto,Toronto,CA,Boutique,Double,2023-05-30,2023-11-08,2023-11-11,3,4,117.46,352.39,Solo,Expedia,0,3.3,117.46,117.46,2023,11,November,4,Wednesday,False,2023-11,Medium,Medium (3-5),1.0,0.0
BK010861,Boutique Hotel Toronto,Toronto,CA,Boutique,Single,2024-09-12,2024-11-11,2024-11-18,7,2,147.01,1029.06,Family,Agoda,1,,147.01,147.01,2024,11,November,4,Monday,False,2024-11,Very High,Long (6-10),1.0,1.0
BK010862,Airport Hotel New York,New York,US,Airport,Deluxe,2023-09-10,2024-01-01,2024-01-06,5,3,276.94,1384.69,Family,Direct,1,,276.94,276.94,2024,1,January,1,Monday,False,2024-01,Very High,Medium (3-5),1.0,1.0
BK010863,Airport Hotel Toronto,Toronto,CA,Airport,Suite,2024-12-21,2025-01-07,2025-01-10,3,3,137.65,412.94,Leisure,Expedia,0,3.0,137.65,137.65,2025,1,January,1,Tuesday,False,2025-01,Medium,Medium (3-5),1.0,0.0
BK010864,Budget Hotel Berlin,Berlin,DE,Budget,Double,2023-12-26,2024-02-24,2024-02-27,3,2,64.31,192.93,Business,Booking.com,0,4.3,64.31,64.31,2024,2,February,1,Saturday,True,2024-02,Low,Medium (3-5),1.0,0.0
BK010865,Resort Hotel New York,New York,US,Resort,Deluxe,2023-08-24,2024-02-02,2024-02-03,1,2,444.0,444.0,Business,Direct,0,3.2,444.0,444.0,2024,2,February,1,Friday,False,2024-02,Medium,Short (1-2),1.0,0.0
BK010866,Luxury Hotel Rome,Rome,IT,Luxury,Suite,2023-07-20,2023-12-13,2023-12-20,7,2,308.63,2160.4,Business,Booking.com,0,4.2,308.63,308.63,2023,12,December,4,Wednesday,False,2023-12,Very High,Long (6-10),1.0,0.0
BK010867,Budget Hotel New York,New York,US,Budget,Suite,2023-01-24,2023-02-21,2023-02-25,4,3,115.63,462.51,Solo,Booking.com,0,3.6,115.63,115.63,2023,2,February,1,Tuesday,False,2023-02,Medium,Medium (3-5),1.0,0.0
BK010868,Business Hotel New York,New York,US,Business,Single,2024-02-19,2024-06-03,2024-06-04,1,1,372.19,372.19,Solo,Hotels.com,0,4.9,372.19,372.19,2024,6,June,2,Monday,False,2024-06,Medium,Short (1-2),1.0,0.0
BK010869,Boutique Hotel Singapore,Singapore,SG,Boutique,Suite,2024-11-22,2024-12-02,2024-12-07,5,2,170.81,854.03,Leisure,Agoda,0,4.3,170.81,170.81,2024,12,December,4,Monday,False,2024-12,High,Medium (3-5),1.0,0.0
BK010870,Budget Hotel New York,New York,US,Budget,Standard,2024-02-02,2024-05-24,2024-05-27,3,3,194.63,583.9,Couple,Booking.com,0,4.2,194.63,194.63,2024,5,May,2,Friday,False,2024-05,High,Medium (3-5),1.0,0.0
BK010871,Airport Hotel Sydney,Sydney,AU,Airport,Twin,2024-02-01,2024-06-08,2024-06-10,2,2,264.64,529.28,Family,Agoda,0,5.0,264.64,264.64,2024,6,June,2,Saturday,True,2024-06,High,Short (1-2),1.0,0.0
BK010872,Business Hotel Amsterdam,Amsterdam,NL,Business,Twin,2024-08-04,2024-12-22,2024-12-24,2,2,228.04,456.09,Couple,Booking.com,0,3.9,228.04,228.04,2024,12,December,4,Sunday,True,2024-12,Medium,Short (1-2),1.0,0.0
BK010873,Airport Hotel Paris,Paris,FR,Airport,Suite,2023-10-04,2024-01-26,2024-01-30,4,2,172.82,691.26,Solo,Booking.com,0,4.2,172.82,172.82,2024,1,January,1,Friday,False,2024-01,High,Medium (3-5),1.0,0.0
BK010874,Budget Hotel Toronto,Toronto,CA,Budget,Standard,2024-09-27,2024-10-20,2024-10-22,2,1,74.51,149.02,Business,Booking.com,0,3.6,74.51,74.51,2024,10,October,4,Sunday,True,2024-10,Low,Short (1-2),1.0,0.0
BK010875,Luxury Hotel Rome,Rome,IT,Luxury,Twin,2023-01-15,2023-01-18,2023-01-20,2,1,232.73,465.47,Leisure,Trivago,0,3.4,232.73,232.73,2023,1,January,1,Wednesday,False,2023-01,Medium,Short (1-2),1.0,0.0
BK010876,Luxury Hotel Dubai,Dubai,AE,Luxury,Suite,2024-01-18,2024-02-03,2024-02-05,2,1,492.42,984.84,Solo,Trivago,0,2.8,492.42,492.42,2024,2,February,1,Saturday,True,2024-02,High,Short (1-2),1.0,0.0
BK010877,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Deluxe,2023-11-14,2024-03-14,2024-03-21,7,2,296.54,2075.77,Couple,Expedia,1,,296.54,296.54,2024,3,March,1,Thursday,False,2024-03,Very High,Long (6-10),1.0,1.0
BK010878,Luxury Hotel Singapore,Singapore,SG,Luxury,Deluxe,2023-09-12,2024-02-20,2024-02-23,3,4,360.81,1082.44,Family,Agoda,0,4.2,360.81,360.81,2024,2,February,1,Tuesday,False,2024-02,Very High,Medium (3-5),1.0,0.0
BK010879,Business Hotel Berlin,Berlin,DE,Business,Suite,2023-01-27,2023-04-09,2023-04-10,1,4,73.93,73.93,Family,Booking.com,0,4.6,73.93,73.93,2023,4,April,2,Sunday,True,2023-04,Low,Short (1-2),1.0,0.0
BK010880,Luxury Hotel Rome,Rome,IT,Luxury,Twin,2023-06-29,2023-11-28,2023-11-29,1,2,349.0,349.0,Couple,Booking.com,1,,349.0,349.0,2023,11,November,4,Tuesday,False,2023-11,Medium,Short (1-2),1.0,1.0
BK010881,Luxury Hotel Singapore,Singapore,SG,Luxury,Standard,2023-01-05,2023-03-28,2023-03-31,3,4,379.85,1139.55,Business,Trivago,0,4.5,379.85,379.85,2023,3,March,1,Tuesday,False,2023-03,Very High,Medium (3-5),1.0,0.0
BK010882,Budget Hotel Toronto,Toronto,CA,Budget,Standard,2023-07-04,2023-11-14,2023-11-18,4,3,71.99,287.94,Solo,Agoda,0,2.7,71.99,71.99,2023,11,November,4,Tuesday,False,2023-11,Medium,Medium (3-5),1.0,0.0
BK010883,Luxury Hotel Tokyo,Tokyo,JP,Luxury,Single,2023-05-11,2023-11-03,2023-11-17,14,1,363.3,5086.13,Leisure,Booking.com,0,4.5,363.3,363.3,2023,11,November,4,Friday,False,2023-11,Very High,Extended (10+),1.0,0.0
BK010884,Boutique Hotel Toronto,Toronto,CA,Boutique,Suite,2023-06-05,2023-07-28,2023-08-01,4,1,211.59,846.35,Family,Trivago,0,3.6,211.59,211.59,2023,7,July,3,Friday,False,2023-07,High,Medium (3-5),1.0,0.0
BK010885,Airport Hotel London,London,GB,Airport,Deluxe,2024-06-19,2024-08-18,2024-08-21,3,3,274.87,824.62,Leisure,Booking.com,1,,274.87,274.87,2024,8,August,3,Sunday,True,2024-08,High,Medium (3-5),1.0,1.0
BK010886,Airport Hotel Paris,Paris,FR,Airport,Twin,2024-06-03,2024-06-29,2024-07-02,3,4,281.93,845.79,Couple,Booking.com,0,3.8,281.93,281.93,2024,6,June,2,Saturday,True,2024-06,High,Medium (3-5),1.0,0.0
BK010887,Business Hotel Berlin,Berlin,DE,Business,Deluxe,2024-06-02,2024-08-21,2024-08-23,2,4,132.49,264.98,Solo,Expedia,0,3.1,132.49,132.49,2024,8,August,3,Wednesday,False,2024-08,Medium,Short (1-2),1.0,0.0
BK010888,Boutique Hotel Tokyo,Tokyo,JP,Boutique,Double,2024-09-29,2025-03-03,2025-03-06,3,1,169.76,509.29,Family,Direct,0,3.9,169.76,169.76,2025,3,March,1,Monday,False,2025-03,High,Medium (3-5),1.0,0.0
BK010889,Airport Hotel Dubai,Dubai,AE,Airport,Suite,2023-05-06,2023-08-27,2023-08-30,3,1,235.77,707.3,Business,Booking.com,0,4.7,235.77,235.77,2023,8,August,3,Sunday,True,2023-08,High,Medium (3-5),1.0,0.0
BK010890,Airport Hotel Singapore,Singapore,SG,Airport,Deluxe,2023-09-26,2023-09-29,2023-10-03,4,1,152.56,610.23,Leisure,Direct,0,4.8,152.56,152.56,2023,9,September,3,Friday,False,2023-09,High,Medium (3-5),1.0,0.0
BK010891,Boutique Hotel Toronto,Toronto,CA,Boutique,Single,2023-10-03,2024-03-13,2024-03-15,2,3,139.11,278.22,Business,Booking.com,0,3.5,139.11,139.11,2024,3,March,1,Wednesday,False,2024-03,Medium,Short (1-2),1.0,0.0
BK010892,Airport Hotel Barcelona,Barcelona,ES,Airport,Suite,2023-04-22,2023-08-10,2023-08-12,2,1,167.87,335.74,Couple,Hotels.com,0,3.3,167.87,167.87,2023,8,August,3,Thursday,False,2023-08,Medium,Short (1-2),1.0,0.0
BK010893,Resort Hotel Rome,Rome,IT,Resort,Deluxe,2023-06-17,2023-11-14,2023-11-16,2,2,164.54,329.08,Business,Expedia,0,3.7,164.54,164.54,2023,11,November,4,Tuesday,False,2023-11,Medium,Short (1-2),1.0,0.0
BK010894,Luxury Hotel New York,New York,US,Luxury,Standard,2023-05-12,2023-07-19,2023-07-22,3,4,1053.71,3161.14,Couple,Booking.com,0,5.0,1053.71,1053.71,2023,7,July,3,Wednesday,False,2023-07,Very High,Medium (3-5),1.0,0.0
BK010895,Boutique Hotel Barcelona,Barcelona,ES,Boutique,Single,2024-03-21,2024-07-06,2024-07-11,5,2,134.21,671.06,Solo,Direct,0,3.9,134.21,134.21,2024,7,July,3,Saturday,True,2024-07,High,Medium (3-5),1.0,0.0
BK010896,Resort Hotel Tokyo,Tokyo,JP,Resort,Deluxe,2024-01-02,2024-01-18,2024-01-21,3,1,239.09,717.26,Couple,Direct,0,2.0,239.09,239.09,2024,1,January,1,Thursday,False,2024-01,High,Medium (3-5),1.0,0.0
BK010897,Boutique Hotel Dubai,Dubai,AE,Boutique,Double,2023-10-22,2024-02-17,2024-02-19,2,4,181.96,363.92,Couple,Trivago,1,,181.96,181.96,2024,2,February,1,Saturday,True,2024-02,Medium,Short (1-2),1.0,1.0
BK010898,Boutique Hotel Singapore,Singapore,SG,Boutique,Deluxe,2024-06-02,2024-08-19,2024-08-22,3,3,194.52,583.55,Solo,Booking.com,0,3.6,194.52,194.52,2024,8,August,3,Monday,False,2024-08,High,Medium (3-5),1.0,0.0
BK010899,Boutique Hotel Toronto,Toronto,CA,Boutique,Standard,2023-10-31,2024-02-24,2024-02-26,2,4,126.1,252.2,Couple,Booking.com,0,3.6,126.1,126.1,2024,2,February,1,Saturday,True,2024-02,Medium,Short (1-2),1.0,0.0
BK010900,Boutique Hotel New York,New York,US,Boutique,Twin,2023-02-27,2023-08-03,2023-08-08,5,1,386.47,1932.33,Family,Booking.com,0,4.7,386.47,386.47,2023,8,August,3,Thursday,False,2023-08,Very High,Medium (3-5),1.0,0.0
BK010901,Resort Hotel London,London,GB,Resort,Deluxe,2024-03-30,2024-07-27,2024-07-31,4,1,510.81,2043.25,Family,Trivago,0,4.2,510.81,510.81,2024,7,July,3,Saturday,True,2024-07,Very High,Medium (3-5),1.0,0.0
BK010902,Business Hotel New York,New York,US,Business,Suite,2024-01-17,2024-03-23,2024-03-25,2,2,322.33,644.66,Couple,Booking.com,0,4.2,322.33,322.33,2024,3,March,1,Saturday,True,2024-03,High,Short (1-2),1.0,0.0
BK010903,Business Hotel Toronto,Toronto,CA,Business,Single,2024-10-22,2025-01-24,2025-01-26,2,2,150.12,300.24,Leisure,Agoda,0,4.0,150.12,150.12,2025,1,January,1,Friday,False,2025-01,Medium,Short (1-2),1.0,0.0
BK010904,Business Hotel Singapore,Singapore,SG,Business,Double,2023-03-06,2023-08-25,2023-08-27,2,1,192.99,385.98,Solo,Trivago,0,3.7,192.99,192.99,2023,8,August,3,Friday,False,2023-08,Medium,Short (1-2),1.0,0.0
BK010905,Boutique Hotel Toronto,Toronto,CA,Boutique,Standard,2023-06-20,2023-07-08,2023-07-10,2,3,240.16,480.31,Leisure,Booking.com,0,4.0,240.16,240.16,2023,7,July,3,Saturday,True,2023-07,Medium,Short (1-2),1.0,0.0
BK010906,Airport Hotel Dubai,Dubai,AE,Airport,Double,2023-08-25,2023-12-13,2023-12-20,7,1,261.89,1833.25,Solo,Booking.com,0,3.1,261.89,261.89,2023,12,December,4,Wednesday,False,2023-12,Very High,Long (6-10),1.0,0.0
BK010907,Resort Hotel Paris,Paris,FR,Resort,Double,2024-01-24,2024-04-12,2024-04-17,5,2,325.65,1628.25,Solo,Agoda,0,4.2,325.65,325.65,2024,4,April,2,Friday,False,2024-04,Very High,Medium (3-5),1.0,0.0
BK010908,Business Hotel Singapore,Singapore,SG,Business,Single,2023-07-12,2023-12-21,2023-12-26,5,2,203.59,1017.97,Family,Trivago,0,4.8,203.59,203.59,2023,12,December,4,Thursday,False,2023-12,Very High,Medium (3-5),1.0,0.0
BK010909,Luxury Hotel Singapore,Singapore,SG,Luxury,Twin,2024-02-20,2024-08-01,2024-08-06,5,2,557.05,2785.27,Solo,Booking.com,0,4.9,557.05,557.05,2024,8,August,3,Thursday,False,2024-08,Very High,Medium (3-5),1.0,0.0
BK010910,Business Hotel Paris,Paris,FR,Business,Twin,2023-09-16,2024-02-29,2024-03-01,1,2,158.4,158.4,Couple,Trivago,0,1.2,158.4,158.4,2024,2,February,1,Thursday,False,2024-02,Low,Short (1-2),1.0,0.0
BK010911,Budget Hotel Barcelona,Barcelona,ES,Budget,Deluxe,2024-01-10,2024-05-09,2024-05-14,5,4,83.81,419.06,Leisure,Direct,1,,83.81,83.81,2024,5,May,2,Thursday,False,2024-05,Medium,Medium (3-5),1.0,1.0
BK010912,Airport Hotel London,London,GB,Airport,Deluxe,2023-06-24,2023-08-02,2023-08-05,3,2,380.64,1141.93,Couple,Booking.com,0,5.0,380.64,380.64,2023,8,August,3,Wednesday,False,2023-08,Very High,Medium (3-5),1.0,0.0
BK010913,Budget Hotel Singapore,Singapore,SG,Budget,Twin,2023-02-13,2023-05-15,2023-05-18,3,2,83.71,251.13,Solo,Direct,0,2.8,83.71,83.71,2023,5,May,2,Monday,False,2023-05,Medium,Medium (3-5),1.0,0.0
BK010914,Resort Hotel Sydney,Sydney,AU,Resort,Double,2023-05-10,2023-11-01,2023-11-04,3,2,202.41,607.24,Solo,Booking.com,0,4.4,202.41,202.41,2023,11,November,4,Wednesday,False,2023-11,High,Medium (3-5),1.0,0.0
BK010915,Luxury Hotel Berlin,Berlin,DE,Luxury,Twin,2023-08-12,2024-02-03,2024-02-05,2,2,253.85,507.7,Solo,Trivago,0,4.3,253.85,253.85,2024,2,February,1,Saturday,True,2024-02,High,Short (1-2),1.0,0.0
BK010916,Luxury Hotel New York,New York,US,Luxury,Deluxe,2024-03-27,2024-09-07,2024-09-08,1,2,615.16,615.16,Family,Agoda,0,4.2,615.16,615.16,2024,9,September,3,Saturday,True,2024-09,High,Short (1-2),1.0,0.0
BK010917,Business Hotel Singapore,Singapore,SG,Business,Deluxe,2024-06-13,2024-09-07,2024-09-12,5,2,186.92,934.6,Solo,Expedia,0,5.0,186.92,186.92,2024,9,September,3,Saturday,True,2024-09,High,Medium (3-5),1.0,0.0
BK010918,Airport Hotel Dubai,Dubai,AE,Airport,Deluxe,2023-10-12,2023-12-25,2023-12-29,4,4,309.1,1236.39,Business,Direct,0,2.8,309.1,309.1,2023,12,December,4,Monday,False,2023-12,Very High,Medium (3-5),1.0,0.0
BK010919,Boutique Hotel Barcelona,Barcelona,ES,Boutique,Deluxe,2024-07-28,2024-12-09,2024-12-11,2,3,148.69,297.37,Family,Direct,0,3.3,148.69,148.69,2024,12,December,4,Monday,False,2024-12,Medium,Short (1-2),1.0,0.0
BK010920,Resort Hotel Amsterdam,Amsterdam,NL,Resort,Deluxe,2023-10-25,2023-12-28,2024-01-01,4,3,371.21,1484.82,Leisure,Trivago,0,3.6,371.21,371.21,2023,12,December,4,Thursday,False,2023-12,Very High,Medium (3-5),1.0,0.0
BK010921,Luxury Hotel Amsterdam,Amsterdam,NL,Luxury,Deluxe,2024-04-02,2024-06-03,2024-06-17,14,4,395.1,5531.44,Business,Hotels.com,1,,395.1,395.1,2024,6,June,2,Monday,False,2024-06,Very High,Extended (10+),1.0,1.0
BK010922,Budget Hotel Singapore,Singapore,SG,Budget,Suite,2023-11-27,2023-12-08,2023-12-13,5,3,121.57,607.86,Leisure,Booking.com,0,2.8,121.57,121.57,2023,12,December,4,Friday,False,2023-12,High,Medium (3-5),1.0,0.0
BK010923,Airport Hotel Rome,Rome,IT,Airport,Suite,2023-05-27,2023-08-06,2023-08-09,3,2,210.5,631.51,Couple,Booking.com,0,3.1,210.5,210.5,2023,8,August,3,Sunday,True,2023-08,High,Medium (3-5),1.0,0.0
BK010924,Budget Hotel Tokyo,Tokyo,JP,Budget,Twin,2023-12-14,2024-02-02,2024-02-06,4,2,77.51,310.05,Solo,Trivago,0,4.1,77.51,77.51,2024,2,February,1,Friday,False,2024-02,Medium,Medium (3-5),1.0,0.0
BK010925,Boutique Hotel Dubai,Dubai,AE,Boutique,Suite,2023-11-12,2023-11-13,2023-11-20,7,4,208.13,1456.94,Leisure,Direct,0,3.6,208.13,208.13,2023,11,November,4,Monday,False,2023-11,Very High,Long (6-10),1.0,0.0
BK010926,Business Hotel Tokyo,Tokyo,JP,Business,Twin,2023-07-21,2023-12-03,2023-12-06,3,1,219.09,657.28,Family,Booking.com,1,,219.09,219.09,2023,12,December,4,Sunday,True,2023-12,High,Medium (3-5),1.0,1.0
BK010927,Business Hotel Tokyo,Tokyo,JP,Business,Suite,2023-03-12,2023-08-12,2023-08-15,3,3,159.1,477.31,Solo,Expedia,0,4.2,159.1,159.1,2023,8,August,3,Saturday,True,2023-08,Medium,Medium (3-5),1.0,0.0
BK010928,Luxury Hotel Toronto,Toronto,CA,Luxury,Single,2023-04-26,2023-10-22,2023-10-25,3,3,295.04,885.13,Couple,Booking.com,1,,295.04,295.04,2023,10,October,4,Sunday,True,2023-10,High,Medium (3-5),1.0,1.0
BK010929,Luxury Hotel Barcelona,Barcelona,ES,Luxury,Standard,2024-09-03,2024-09-16,2024-09-21,5,3,280.61,1403.06,Couple,Expedia,0,5.0,280.61,280.61,2024,9,September,3,Monday,False,2024-09,Very High,Medium (3-5),1.0,0.0
BK010930,Budget Hotel Berlin,Berlin,DE,Budget,Suite,2024-10-01,2024-12-11,2024-12-18,7,2,90.55,633.88,Leisure,Direct,0,4.4,90.55,90.55,2024,12,December,4,Wednesday,False,2024-12,High,Long (6-10),1.0,0.0
BK010931,Resort Hotel Singapore,Singapore,SG,Resort,Double,2024-05-19,2024-10-27,2024-10-30,3,4,230.09,690.27,Family,Booking.com,0,3.9,230.09,230.09,2024,10,October,4,Sunday,True,2024-10,High,Medium (3-5),1.0,0.0
